"eje","subtema","categoria","sexo","grupo_edad","id","indicador","unidad","cve_area","lugar","periodo","anio","trimestre","fecha","valor"
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19","Nuevo León","2016",2016,NA,2016-01-01,92978
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19","Nuevo León","2017",2017,NA,2017-01-01,89115
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19","Nuevo León","2018",2018,NA,2018-01-01,93886
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19","Nuevo León","2019",2019,NA,2019-01-01,90651
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19","Nuevo León","2020",2020,NA,2020-01-01,74471
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19","Nuevo León","2021",2021,NA,2021-01-01,82114
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19","Nuevo León","2022",2022,NA,2022-01-01,82459
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19","Nuevo León","2023",2023,NA,2023-01-01,79749
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19","Nuevo León","2024",2024,NA,2024-01-01,74700
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19007","Aramberri","1994",1994,NA,1994-01-01,385
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19007","Aramberri","1995",1995,NA,1995-01-01,403
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19007","Aramberri","1996",1996,NA,1996-01-01,359
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19007","Aramberri","1997",1997,NA,1997-01-01,320
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19007","Aramberri","1998",1998,NA,1998-01-01,362
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19007","Aramberri","1999",1999,NA,1999-01-01,361
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19007","Aramberri","2000",2000,NA,2000-01-01,359
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19007","Aramberri","2001",2001,NA,2001-01-01,387
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19007","Aramberri","2002",2002,NA,2002-01-01,380
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19007","Aramberri","2003",2003,NA,2003-01-01,356
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19007","Aramberri","2004",2004,NA,2004-01-01,389
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19007","Aramberri","2005",2005,NA,2005-01-01,456
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19007","Aramberri","2006",2006,NA,2006-01-01,394
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19007","Aramberri","2007",2007,NA,2007-01-01,380
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19007","Aramberri","2008",2008,NA,2008-01-01,358
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19007","Aramberri","2009",2009,NA,2009-01-01,313
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19007","Aramberri","2010",2010,NA,2010-01-01,370
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19007","Aramberri","2011",2011,NA,2011-01-01,362
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19007","Aramberri","2012",2012,NA,2012-01-01,288
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19007","Aramberri","2013",2013,NA,2013-01-01,313
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19007","Aramberri","2014",2014,NA,2014-01-01,285
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19007","Aramberri","2015",2015,NA,2015-01-01,224
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19007","Aramberri","2016",2016,NA,2016-01-01,262
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19007","Aramberri","2017",2017,NA,2017-01-01,217
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19007","Aramberri","2018",2018,NA,2018-01-01,220
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19007","Aramberri","2019",2019,NA,2019-01-01,202
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19007","Aramberri","2020",2020,NA,2020-01-01,181
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19007","Aramberri","2021",2021,NA,2021-01-01,218
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19007","Aramberri","2022",2022,NA,2022-01-01,209
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19007","Aramberri","2023",2023,NA,2023-01-01,235
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19007","Aramberri","2024",2024,NA,2024-01-01,174
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19014","Doctor Arroyo","1994",1994,NA,1994-01-01,981
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19014","Doctor Arroyo","1995",1995,NA,1995-01-01,952
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19014","Doctor Arroyo","1996",1996,NA,1996-01-01,947
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19014","Doctor Arroyo","1997",1997,NA,1997-01-01,769
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19014","Doctor Arroyo","1998",1998,NA,1998-01-01,907
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19014","Doctor Arroyo","1999",1999,NA,1999-01-01,847
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19014","Doctor Arroyo","2000",2000,NA,2000-01-01,947
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19014","Doctor Arroyo","2001",2001,NA,2001-01-01,921
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19014","Doctor Arroyo","2002",2002,NA,2002-01-01,990
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19014","Doctor Arroyo","2003",2003,NA,2003-01-01,990
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19014","Doctor Arroyo","2004",2004,NA,2004-01-01,987
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19014","Doctor Arroyo","2005",2005,NA,2005-01-01,958
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19014","Doctor Arroyo","2006",2006,NA,2006-01-01,912
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19014","Doctor Arroyo","2007",2007,NA,2007-01-01,1009
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19014","Doctor Arroyo","2008",2008,NA,2008-01-01,931
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19014","Doctor Arroyo","2009",2009,NA,2009-01-01,914
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19014","Doctor Arroyo","2010",2010,NA,2010-01-01,978
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19014","Doctor Arroyo","2011",2011,NA,2011-01-01,915
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19014","Doctor Arroyo","2012",2012,NA,2012-01-01,747
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19014","Doctor Arroyo","2013",2013,NA,2013-01-01,750
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19014","Doctor Arroyo","2014",2014,NA,2014-01-01,739
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19014","Doctor Arroyo","2015",2015,NA,2015-01-01,697
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19014","Doctor Arroyo","2016",2016,NA,2016-01-01,682
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19014","Doctor Arroyo","2017",2017,NA,2017-01-01,666
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19014","Doctor Arroyo","2018",2018,NA,2018-01-01,670
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19014","Doctor Arroyo","2019",2019,NA,2019-01-01,631
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19014","Doctor Arroyo","2020",2020,NA,2020-01-01,585
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19014","Doctor Arroyo","2021",2021,NA,2021-01-01,587
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19014","Doctor Arroyo","2022",2022,NA,2022-01-01,629
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19014","Doctor Arroyo","2023",2023,NA,2023-01-01,585
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19014","Doctor Arroyo","2024",2024,NA,2024-01-01,599
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19024","General Zaragoza","1994",1994,NA,1994-01-01,175
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19024","General Zaragoza","1995",1995,NA,1995-01-01,174
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19024","General Zaragoza","1996",1996,NA,1996-01-01,191
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19024","General Zaragoza","1997",1997,NA,1997-01-01,165
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19024","General Zaragoza","1998",1998,NA,1998-01-01,136
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19024","General Zaragoza","1999",1999,NA,1999-01-01,182
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19024","General Zaragoza","2000",2000,NA,2000-01-01,146
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19024","General Zaragoza","2001",2001,NA,2001-01-01,162
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19024","General Zaragoza","2002",2002,NA,2002-01-01,204
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19024","General Zaragoza","2003",2003,NA,2003-01-01,145
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19024","General Zaragoza","2004",2004,NA,2004-01-01,156
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19024","General Zaragoza","2005",2005,NA,2005-01-01,147
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19024","General Zaragoza","2006",2006,NA,2006-01-01,158
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19024","General Zaragoza","2007",2007,NA,2007-01-01,151
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19024","General Zaragoza","2008",2008,NA,2008-01-01,157
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19024","General Zaragoza","2009",2009,NA,2009-01-01,154
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19024","General Zaragoza","2010",2010,NA,2010-01-01,139
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19024","General Zaragoza","2011",2011,NA,2011-01-01,153
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19024","General Zaragoza","2012",2012,NA,2012-01-01,138
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19024","General Zaragoza","2013",2013,NA,2013-01-01,132
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19024","General Zaragoza","2014",2014,NA,2014-01-01,133
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19024","General Zaragoza","2015",2015,NA,2015-01-01,114
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19024","General Zaragoza","2016",2016,NA,2016-01-01,140
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19024","General Zaragoza","2017",2017,NA,2017-01-01,106
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19024","General Zaragoza","2018",2018,NA,2018-01-01,105
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19024","General Zaragoza","2019",2019,NA,2019-01-01,114
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19024","General Zaragoza","2020",2020,NA,2020-01-01,99
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19024","General Zaragoza","2021",2021,NA,2021-01-01,111
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19024","General Zaragoza","2022",2022,NA,2022-01-01,110
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19024","General Zaragoza","2023",2023,NA,2023-01-01,108
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19024","General Zaragoza","2024",2024,NA,2024-01-01,71
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19036","Mier y Noriega","1994",1994,NA,1994-01-01,291
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19036","Mier y Noriega","1995",1995,NA,1995-01-01,246
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19036","Mier y Noriega","1996",1996,NA,1996-01-01,212
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19036","Mier y Noriega","1997",1997,NA,1997-01-01,193
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19036","Mier y Noriega","1998",1998,NA,1998-01-01,206
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19036","Mier y Noriega","1999",1999,NA,1999-01-01,171
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19036","Mier y Noriega","2000",2000,NA,2000-01-01,213
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19036","Mier y Noriega","2001",2001,NA,2001-01-01,200
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19036","Mier y Noriega","2002",2002,NA,2002-01-01,261
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19036","Mier y Noriega","2003",2003,NA,2003-01-01,180
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19036","Mier y Noriega","2004",2004,NA,2004-01-01,240
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19036","Mier y Noriega","2005",2005,NA,2005-01-01,303
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19036","Mier y Noriega","2006",2006,NA,2006-01-01,206
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19036","Mier y Noriega","2007",2007,NA,2007-01-01,275
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19036","Mier y Noriega","2008",2008,NA,2008-01-01,238
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19036","Mier y Noriega","2009",2009,NA,2009-01-01,297
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19036","Mier y Noriega","2010",2010,NA,2010-01-01,294
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19036","Mier y Noriega","2011",2011,NA,2011-01-01,290
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19036","Mier y Noriega","2012",2012,NA,2012-01-01,205
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19036","Mier y Noriega","2013",2013,NA,2013-01-01,236
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19036","Mier y Noriega","2014",2014,NA,2014-01-01,241
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19036","Mier y Noriega","2015",2015,NA,2015-01-01,211
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19036","Mier y Noriega","2016",2016,NA,2016-01-01,207
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19036","Mier y Noriega","2017",2017,NA,2017-01-01,201
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19036","Mier y Noriega","2018",2018,NA,2018-01-01,207
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19036","Mier y Noriega","2019",2019,NA,2019-01-01,180
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19036","Mier y Noriega","2020",2020,NA,2020-01-01,173
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19036","Mier y Noriega","2021",2021,NA,2021-01-01,173
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19036","Mier y Noriega","2022",2022,NA,2022-01-01,147
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19036","Mier y Noriega","2023",2023,NA,2023-01-01,134
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19036","Mier y Noriega","2024",2024,NA,2024-01-01,148
"Natalidad y mortalidad","Defunciones registradas","Defunciones registradas",NA,NA,"1002000030","Defunciones registradas","Defunciones registradas","00","Nacional","1994",1994,NA,1994-01-01,419074
"Natalidad y mortalidad","Defunciones registradas","Defunciones registradas",NA,NA,"1002000030","Defunciones registradas","Defunciones registradas","00","Nacional","1995",1995,NA,1995-01-01,430278
"Natalidad y mortalidad","Defunciones registradas","Defunciones registradas",NA,NA,"1002000030","Defunciones registradas","Defunciones registradas","00","Nacional","1996",1996,NA,1996-01-01,436321
"Natalidad y mortalidad","Defunciones registradas","Defunciones registradas",NA,NA,"1002000030","Defunciones registradas","Defunciones registradas","00","Nacional","1997",1997,NA,1997-01-01,440437
"Natalidad y mortalidad","Defunciones registradas","Defunciones registradas",NA,NA,"1002000030","Defunciones registradas","Defunciones registradas","00","Nacional","1998",1998,NA,1998-01-01,444665
"Natalidad y mortalidad","Defunciones registradas","Defunciones registradas",NA,NA,"1002000030","Defunciones registradas","Defunciones registradas","00","Nacional","1999",1999,NA,1999-01-01,443950
"Natalidad y mortalidad","Defunciones registradas","Defunciones registradas",NA,NA,"1002000030","Defunciones registradas","Defunciones registradas","00","Nacional","2000",2000,NA,2000-01-01,437667
"Natalidad y mortalidad","Defunciones registradas","Defunciones registradas",NA,NA,"1002000030","Defunciones registradas","Defunciones registradas","00","Nacional","2001",2001,NA,2001-01-01,443127
"Natalidad y mortalidad","Defunciones registradas","Defunciones registradas",NA,NA,"1002000030","Defunciones registradas","Defunciones registradas","00","Nacional","2002",2002,NA,2002-01-01,459687
"Natalidad y mortalidad","Defunciones registradas","Defunciones registradas",NA,NA,"1002000030","Defunciones registradas","Defunciones registradas","00","Nacional","2003",2003,NA,2003-01-01,472140
"Natalidad y mortalidad","Defunciones registradas","Defunciones registradas",NA,NA,"1002000030","Defunciones registradas","Defunciones registradas","00","Nacional","2004",2004,NA,2004-01-01,473417
"Natalidad y mortalidad","Defunciones registradas","Defunciones registradas",NA,NA,"1002000030","Defunciones registradas","Defunciones registradas","00","Nacional","2005",2005,NA,2005-01-01,495240
"Natalidad y mortalidad","Defunciones registradas","Defunciones registradas",NA,NA,"1002000030","Defunciones registradas","Defunciones registradas","00","Nacional","2006",2006,NA,2006-01-01,494471
"Natalidad y mortalidad","Defunciones registradas","Defunciones registradas",NA,NA,"1002000030","Defunciones registradas","Defunciones registradas","00","Nacional","2007",2007,NA,2007-01-01,514420
"Natalidad y mortalidad","Defunciones registradas","Defunciones registradas",NA,NA,"1002000030","Defunciones registradas","Defunciones registradas","00","Nacional","2008",2008,NA,2008-01-01,539530
"Natalidad y mortalidad","Defunciones registradas","Defunciones registradas",NA,NA,"1002000030","Defunciones registradas","Defunciones registradas","00","Nacional","2009",2009,NA,2009-01-01,564673
