"eje","subtema","categoria","sexo","grupo_edad","id","indicador","unidad","cve_area","lugar","url"
"Población","Grupos de edad","Hombres","Hombres","25 a 29","1002000074","Población de 25 a 29 años. Hombres","Personas","19024","General Zaragoza","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000074/es/19024/false/BISE/2.0/"
"Población","Grupos de edad","Hombres","Hombres","25 a 29","1002000074","Población de 25 a 29 años. Hombres","Personas","19036","Mier y Noriega","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000074/es/19036/false/BISE/2.0/"
"Población","Grupos de edad","Mujeres","Mujeres","25 a 29","1002000075","Población de 25 a 29 años. Mujeres","Personas","19007","Aramberri","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000075/es/19007/false/BISE/2.0/"
"Población","Grupos de edad","Mujeres","Mujeres","25 a 29","1002000075","Población de 25 a 29 años. Mujeres","Personas","19014","Doctor Arroyo","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000075/es/19014/false/BISE/2.0/"
"Población","Grupos de edad","Mujeres","Mujeres","25 a 29","1002000075","Población de 25 a 29 años. Mujeres","Personas","19024","General Zaragoza","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000075/es/19024/false/BISE/2.0/"
"Población","Grupos de edad","Mujeres","Mujeres","25 a 29","1002000075","Población de 25 a 29 años. Mujeres","Personas","19036","Mier y Noriega","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000075/es/19036/false/BISE/2.0/"
"Población","Grupos de edad","Total","Total","30 a 34","1002000076","Población de 30 a 34 años","Personas","19007","Aramberri","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000076/es/19007/false/BISE/2.0/"
"Población","Grupos de edad","Total","Total","30 a 34","1002000076","Población de 30 a 34 años","Personas","19014","Doctor Arroyo","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000076/es/19014/false/BISE/2.0/"
"Población","Grupos de edad","Total","Total","30 a 34","1002000076","Población de 30 a 34 años","Personas","19024","General Zaragoza","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000076/es/19024/false/BISE/2.0/"
"Población","Grupos de edad","Total","Total","30 a 34","1002000076","Población de 30 a 34 años","Personas","19036","Mier y Noriega","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000076/es/19036/false/BISE/2.0/"
"Población","Grupos de edad","Hombres","Hombres","30 a 34","1002000077","Población de 30 a 34 años. Hombres","Personas","19007","Aramberri","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000077/es/19007/false/BISE/2.0/"
"Población","Grupos de edad","Hombres","Hombres","30 a 34","1002000077","Población de 30 a 34 años. Hombres","Personas","19014","Doctor Arroyo","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000077/es/19014/false/BISE/2.0/"
"Población","Grupos de edad","Hombres","Hombres","30 a 34","1002000077","Población de 30 a 34 años. Hombres","Personas","19024","General Zaragoza","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000077/es/19024/false/BISE/2.0/"
"Población","Grupos de edad","Hombres","Hombres","30 a 34","1002000077","Población de 30 a 34 años. Hombres","Personas","19036","Mier y Noriega","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000077/es/19036/false/BISE/2.0/"
"Población","Grupos de edad","Mujeres","Mujeres","30 a 34","1002000078","Población de 30 a 34 años. Mujeres","Personas","19007","Aramberri","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000078/es/19007/false/BISE/2.0/"
"Población","Grupos de edad","Mujeres","Mujeres","30 a 34","1002000078","Población de 30 a 34 años. Mujeres","Personas","19014","Doctor Arroyo","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000078/es/19014/false/BISE/2.0/"
"Población","Grupos de edad","Mujeres","Mujeres","30 a 34","1002000078","Población de 30 a 34 años. Mujeres","Personas","19024","General Zaragoza","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000078/es/19024/false/BISE/2.0/"
"Población","Grupos de edad","Mujeres","Mujeres","30 a 34","1002000078","Población de 30 a 34 años. Mujeres","Personas","19036","Mier y Noriega","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000078/es/19036/false/BISE/2.0/"
"Población","Grupos de edad","Total","Total","35 a 39","1002000079","Población de 35 a 39 años","Personas","19007","Aramberri","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000079/es/19007/false/BISE/2.0/"
"Población","Grupos de edad","Total","Total","35 a 39","1002000079","Población de 35 a 39 años","Personas","19014","Doctor Arroyo","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000079/es/19014/false/BISE/2.0/"
"Población","Grupos de edad","Total","Total","35 a 39","1002000079","Población de 35 a 39 años","Personas","19024","General Zaragoza","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000079/es/19024/false/BISE/2.0/"
"Población","Grupos de edad","Total","Total","35 a 39","1002000079","Población de 35 a 39 años","Personas","19036","Mier y Noriega","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000079/es/19036/false/BISE/2.0/"
"Población","Grupos de edad","Hombres","Hombres","35 a 39","1002000080","Población de 35 a 39 años. Hombres","Personas","19007","Aramberri","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000080/es/19007/false/BISE/2.0/"
"Población","Grupos de edad","Hombres","Hombres","35 a 39","1002000080","Población de 35 a 39 años. Hombres","Personas","19014","Doctor Arroyo","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000080/es/19014/false/BISE/2.0/"
"Población","Grupos de edad","Hombres","Hombres","35 a 39","1002000080","Población de 35 a 39 años. Hombres","Personas","19024","General Zaragoza","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000080/es/19024/false/BISE/2.0/"
"Población","Grupos de edad","Hombres","Hombres","35 a 39","1002000080","Población de 35 a 39 años. Hombres","Personas","19036","Mier y Noriega","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000080/es/19036/false/BISE/2.0/"
"Población","Grupos de edad","Mujeres","Mujeres","35 a 39","1002000081","Población de 35 a 39 años. Mujeres","Personas","19007","Aramberri","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000081/es/19007/false/BISE/2.0/"
"Población","Grupos de edad","Mujeres","Mujeres","35 a 39","1002000081","Población de 35 a 39 años. Mujeres","Personas","19014","Doctor Arroyo","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000081/es/19014/false/BISE/2.0/"
"Población","Grupos de edad","Mujeres","Mujeres","35 a 39","1002000081","Población de 35 a 39 años. Mujeres","Personas","19024","General Zaragoza","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000081/es/19024/false/BISE/2.0/"
"Población","Grupos de edad","Mujeres","Mujeres","35 a 39","1002000081","Población de 35 a 39 años. Mujeres","Personas","19036","Mier y Noriega","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000081/es/19036/false/BISE/2.0/"
"Población","Grupos de edad","Total","Total","40 a 44","1002000082","Población de 40 a 44 años","Personas","19007","Aramberri","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000082/es/19007/false/BISE/2.0/"
"Población","Grupos de edad","Total","Total","40 a 44","1002000082","Población de 40 a 44 años","Personas","19014","Doctor Arroyo","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000082/es/19014/false/BISE/2.0/"
"Población","Grupos de edad","Total","Total","40 a 44","1002000082","Población de 40 a 44 años","Personas","19024","General Zaragoza","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000082/es/19024/false/BISE/2.0/"
"Población","Grupos de edad","Total","Total","40 a 44","1002000082","Población de 40 a 44 años","Personas","19036","Mier y Noriega","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000082/es/19036/false/BISE/2.0/"
"Población","Grupos de edad","Hombres","Hombres","40 a 44","1002000083","Población de 40 a 44 años. Hombres","Personas","19007","Aramberri","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000083/es/19007/false/BISE/2.0/"
"Población","Grupos de edad","Hombres","Hombres","40 a 44","1002000083","Población de 40 a 44 años. Hombres","Personas","19014","Doctor Arroyo","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000083/es/19014/false/BISE/2.0/"
"Población","Grupos de edad","Hombres","Hombres","40 a 44","1002000083","Población de 40 a 44 años. Hombres","Personas","19024","General Zaragoza","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000083/es/19024/false/BISE/2.0/"
"Población","Grupos de edad","Hombres","Hombres","40 a 44","1002000083","Población de 40 a 44 años. Hombres","Personas","19036","Mier y Noriega","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000083/es/19036/false/BISE/2.0/"
"Población","Grupos de edad","Mujeres","Mujeres","40 a 44","1002000084","Población de 40 a 44 años. Mujeres","Personas","19007","Aramberri","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000084/es/19007/false/BISE/2.0/"
"Población","Grupos de edad","Mujeres","Mujeres","40 a 44","1002000084","Población de 40 a 44 años. Mujeres","Personas","19014","Doctor Arroyo","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000084/es/19014/false/BISE/2.0/"
"Población","Grupos de edad","Mujeres","Mujeres","40 a 44","1002000084","Población de 40 a 44 años. Mujeres","Personas","19024","General Zaragoza","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000084/es/19024/false/BISE/2.0/"
"Población","Grupos de edad","Mujeres","Mujeres","40 a 44","1002000084","Población de 40 a 44 años. Mujeres","Personas","19036","Mier y Noriega","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000084/es/19036/false/BISE/2.0/"
"Población","Grupos de edad","Total","Total","45 a 49","1002000085","Población de 45 a 49 años","Personas","19007","Aramberri","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000085/es/19007/false/BISE/2.0/"
"Población","Grupos de edad","Total","Total","45 a 49","1002000085","Población de 45 a 49 años","Personas","19014","Doctor Arroyo","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000085/es/19014/false/BISE/2.0/"
"Población","Grupos de edad","Total","Total","45 a 49","1002000085","Población de 45 a 49 años","Personas","19024","General Zaragoza","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000085/es/19024/false/BISE/2.0/"
"Población","Grupos de edad","Total","Total","45 a 49","1002000085","Población de 45 a 49 años","Personas","19036","Mier y Noriega","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000085/es/19036/false/BISE/2.0/"
"Población","Grupos de edad","Hombres","Hombres","45 a 49","1002000086","Población de 45 a 49 años. Hombres","Personas","19007","Aramberri","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000086/es/19007/false/BISE/2.0/"
"Población","Grupos de edad","Hombres","Hombres","45 a 49","1002000086","Población de 45 a 49 años. Hombres","Personas","19014","Doctor Arroyo","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000086/es/19014/false/BISE/2.0/"
"Población","Grupos de edad","Hombres","Hombres","45 a 49","1002000086","Población de 45 a 49 años. Hombres","Personas","19024","General Zaragoza","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000086/es/19024/false/BISE/2.0/"
"Población","Grupos de edad","Hombres","Hombres","45 a 49","1002000086","Población de 45 a 49 años. Hombres","Personas","19036","Mier y Noriega","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000086/es/19036/false/BISE/2.0/"
"Población","Grupos de edad","Mujeres","Mujeres","45 a 49","1002000087","Población de 45 a 49 años. Mujeres","Personas","19007","Aramberri","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000087/es/19007/false/BISE/2.0/"
"Población","Grupos de edad","Mujeres","Mujeres","45 a 49","1002000087","Población de 45 a 49 años. Mujeres","Personas","19014","Doctor Arroyo","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000087/es/19014/false/BISE/2.0/"
"Población","Grupos de edad","Mujeres","Mujeres","45 a 49","1002000087","Población de 45 a 49 años. Mujeres","Personas","19024","General Zaragoza","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000087/es/19024/false/BISE/2.0/"
"Población","Grupos de edad","Mujeres","Mujeres","45 a 49","1002000087","Población de 45 a 49 años. Mujeres","Personas","19036","Mier y Noriega","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000087/es/19036/false/BISE/2.0/"
"Población","Grupos de edad","Total","Total","50 a 54","1002000091","Población de 50 a 54 años","Personas","19007","Aramberri","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000091/es/19007/false/BISE/2.0/"
"Población","Grupos de edad","Total","Total","50 a 54","1002000091","Población de 50 a 54 años","Personas","19014","Doctor Arroyo","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000091/es/19014/false/BISE/2.0/"
"Población","Grupos de edad","Total","Total","50 a 54","1002000091","Población de 50 a 54 años","Personas","19024","General Zaragoza","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000091/es/19024/false/BISE/2.0/"
"Población","Grupos de edad","Total","Total","50 a 54","1002000091","Población de 50 a 54 años","Personas","19036","Mier y Noriega","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000091/es/19036/false/BISE/2.0/"
"Población","Grupos de edad","Hombres","Hombres","50 a 54","1002000092","Población de 50 a 54 años. Hombres","Personas","19007","Aramberri","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000092/es/19007/false/BISE/2.0/"
"Población","Grupos de edad","Hombres","Hombres","50 a 54","1002000092","Población de 50 a 54 años. Hombres","Personas","19014","Doctor Arroyo","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000092/es/19014/false/BISE/2.0/"
"Población","Grupos de edad","Hombres","Hombres","50 a 54","1002000092","Población de 50 a 54 años. Hombres","Personas","19024","General Zaragoza","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000092/es/19024/false/BISE/2.0/"
"Población","Grupos de edad","Hombres","Hombres","50 a 54","1002000092","Población de 50 a 54 años. Hombres","Personas","19036","Mier y Noriega","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000092/es/19036/false/BISE/2.0/"
"Población","Grupos de edad","Mujeres","Mujeres","50 a 54","1002000093","Población de 50 a 54 años. Mujeres","Personas","19007","Aramberri","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000093/es/19007/false/BISE/2.0/"
"Población","Grupos de edad","Mujeres","Mujeres","50 a 54","1002000093","Población de 50 a 54 años. Mujeres","Personas","19014","Doctor Arroyo","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000093/es/19014/false/BISE/2.0/"
"Población","Grupos de edad","Mujeres","Mujeres","50 a 54","1002000093","Población de 50 a 54 años. Mujeres","Personas","19024","General Zaragoza","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000093/es/19024/false/BISE/2.0/"
"Población","Grupos de edad","Mujeres","Mujeres","50 a 54","1002000093","Población de 50 a 54 años. Mujeres","Personas","19036","Mier y Noriega","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000093/es/19036/false/BISE/2.0/"
"Población","Grupos de edad","Total","Total","55 a 59","1002000094","Población de 55 a 59 años","Personas","19007","Aramberri","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000094/es/19007/false/BISE/2.0/"
"Población","Grupos de edad","Total","Total","55 a 59","1002000094","Población de 55 a 59 años","Personas","19014","Doctor Arroyo","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000094/es/19014/false/BISE/2.0/"
"Población","Grupos de edad","Total","Total","55 a 59","1002000094","Población de 55 a 59 años","Personas","19024","General Zaragoza","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000094/es/19024/false/BISE/2.0/"
"Población","Grupos de edad","Total","Total","55 a 59","1002000094","Población de 55 a 59 años","Personas","19036","Mier y Noriega","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000094/es/19036/false/BISE/2.0/"
"Población","Grupos de edad","Hombres","Hombres","55 a 59","1002000095","Población de 55 a 59 años. Hombres","Número de personas","19007","Aramberri","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000095/es/19007/false/BISE/2.0/"
"Población","Grupos de edad","Hombres","Hombres","55 a 59","1002000095","Población de 55 a 59 años. Hombres","Número de personas","19014","Doctor Arroyo","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000095/es/19014/false/BISE/2.0/"
"Población","Grupos de edad","Hombres","Hombres","55 a 59","1002000095","Población de 55 a 59 años. Hombres","Número de personas","19024","General Zaragoza","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000095/es/19024/false/BISE/2.0/"
"Población","Grupos de edad","Hombres","Hombres","55 a 59","1002000095","Población de 55 a 59 años. Hombres","Número de personas","19036","Mier y Noriega","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000095/es/19036/false/BISE/2.0/"
"Población","Grupos de edad","Mujeres","Mujeres","55 a 59","1002000096","Población de 55 a 59 años. Mujeres","Número de personas","19007","Aramberri","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000096/es/19007/false/BISE/2.0/"
"Población","Grupos de edad","Mujeres","Mujeres","55 a 59","1002000096","Población de 55 a 59 años. Mujeres","Número de personas","19014","Doctor Arroyo","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000096/es/19014/false/BISE/2.0/"
"Población","Grupos de edad","Mujeres","Mujeres","55 a 59","1002000096","Población de 55 a 59 años. Mujeres","Número de personas","19024","General Zaragoza","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000096/es/19024/false/BISE/2.0/"
"Población","Grupos de edad","Mujeres","Mujeres","55 a 59","1002000096","Población de 55 a 59 años. Mujeres","Número de personas","19036","Mier y Noriega","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000096/es/19036/false/BISE/2.0/"
"Población","Grupos de edad","Total","Total","60 a 64","1002000097","Población de 60 a 64 años","Personas","19007","Aramberri","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000097/es/19007/false/BISE/2.0/"
"Población","Grupos de edad","Total","Total","60 a 64","1002000097","Población de 60 a 64 años","Personas","19014","Doctor Arroyo","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000097/es/19014/false/BISE/2.0/"
"Población","Grupos de edad","Total","Total","60 a 64","1002000097","Población de 60 a 64 años","Personas","19024","General Zaragoza","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000097/es/19024/false/BISE/2.0/"
"Población","Grupos de edad","Total","Total","60 a 64","1002000097","Población de 60 a 64 años","Personas","19036","Mier y Noriega","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000097/es/19036/false/BISE/2.0/"
"Población","Grupos de edad","Hombres","Hombres","60 a 64","1002000098","Población de 60 a 64 años. Hombres","Número de personas","19007","Aramberri","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000098/es/19007/false/BISE/2.0/"
"Población","Grupos de edad","Hombres","Hombres","60 a 64","1002000098","Población de 60 a 64 años. Hombres","Número de personas","19014","Doctor Arroyo","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000098/es/19014/false/BISE/2.0/"
"Población","Grupos de edad","Hombres","Hombres","60 a 64","1002000098","Población de 60 a 64 años. Hombres","Número de personas","19024","General Zaragoza","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000098/es/19024/false/BISE/2.0/"
"Población","Grupos de edad","Hombres","Hombres","60 a 64","1002000098","Población de 60 a 64 años. Hombres","Número de personas","19036","Mier y Noriega","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000098/es/19036/false/BISE/2.0/"
"Población","Grupos de edad","Mujeres","Mujeres","60 a 64","1002000099","Población de 60 a 64 años. Mujeres","Número de personas","19007","Aramberri","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000099/es/19007/false/BISE/2.0/"
"Población","Grupos de edad","Mujeres","Mujeres","60 a 64","1002000099","Población de 60 a 64 años. Mujeres","Número de personas","19014","Doctor Arroyo","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000099/es/19014/false/BISE/2.0/"
"Población","Grupos de edad","Mujeres","Mujeres","60 a 64","1002000099","Población de 60 a 64 años. Mujeres","Número de personas","19024","General Zaragoza","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000099/es/19024/false/BISE/2.0/"
"Población","Grupos de edad","Mujeres","Mujeres","60 a 64","1002000099","Población de 60 a 64 años. Mujeres","Número de personas","19036","Mier y Noriega","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000099/es/19036/false/BISE/2.0/"
"Población","Grupos de edad","Total","Total","65 a 69","1002000100","Población de 65 a 69 años","Personas","19007","Aramberri","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000100/es/19007/false/BISE/2.0/"
"Población","Grupos de edad","Total","Total","65 a 69","1002000100","Población de 65 a 69 años","Personas","19014","Doctor Arroyo","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000100/es/19014/false/BISE/2.0/"
"Población","Grupos de edad","Total","Total","65 a 69","1002000100","Población de 65 a 69 años","Personas","19024","General Zaragoza","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000100/es/19024/false/BISE/2.0/"
"Población","Grupos de edad","Total","Total","65 a 69","1002000100","Población de 65 a 69 años","Personas","19036","Mier y Noriega","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000100/es/19036/false/BISE/2.0/"
"Población","Grupos de edad","Hombres","Hombres","65 a 69","1002000101","Población de 65 a 69 años. Hombres","Número de personas","19007","Aramberri","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000101/es/19007/false/BISE/2.0/"
"Población","Grupos de edad","Hombres","Hombres","65 a 69","1002000101","Población de 65 a 69 años. Hombres","Número de personas","19014","Doctor Arroyo","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000101/es/19014/false/BISE/2.0/"
"Población","Grupos de edad","Hombres","Hombres","65 a 69","1002000101","Población de 65 a 69 años. Hombres","Número de personas","19024","General Zaragoza","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000101/es/19024/false/BISE/2.0/"
"Población","Grupos de edad","Hombres","Hombres","65 a 69","1002000101","Población de 65 a 69 años. Hombres","Número de personas","19036","Mier y Noriega","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000101/es/19036/false/BISE/2.0/"
"Población","Grupos de edad","Mujeres","Mujeres","65 a 69","1002000102","Población de 65 a 69 años. Mujeres","Número de personas","19007","Aramberri","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000102/es/19007/false/BISE/2.0/"
"Población","Grupos de edad","Mujeres","Mujeres","65 a 69","1002000102","Población de 65 a 69 años. Mujeres","Número de personas","19014","Doctor Arroyo","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000102/es/19014/false/BISE/2.0/"
"Población","Grupos de edad","Mujeres","Mujeres","65 a 69","1002000102","Población de 65 a 69 años. Mujeres","Número de personas","19024","General Zaragoza","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000102/es/19024/false/BISE/2.0/"
"Población","Grupos de edad","Mujeres","Mujeres","65 a 69","1002000102","Población de 65 a 69 años. Mujeres","Número de personas","19036","Mier y Noriega","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000102/es/19036/false/BISE/2.0/"
"Población","Grupos de edad","Total","Total","70 a 74","1002000103","Población de 70 a 74 años","Personas","19007","Aramberri","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000103/es/19007/false/BISE/2.0/"
"Población","Grupos de edad","Total","Total","70 a 74","1002000103","Población de 70 a 74 años","Personas","19014","Doctor Arroyo","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000103/es/19014/false/BISE/2.0/"
"Población","Grupos de edad","Total","Total","70 a 74","1002000103","Población de 70 a 74 años","Personas","19024","General Zaragoza","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000103/es/19024/false/BISE/2.0/"
"Población","Grupos de edad","Total","Total","70 a 74","1002000103","Población de 70 a 74 años","Personas","19036","Mier y Noriega","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000103/es/19036/false/BISE/2.0/"
"Población","Grupos de edad","Hombres","Hombres","70 a 74","1002000104","Población de 70 a 74 años. Hombres","Número de personas","19007","Aramberri","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000104/es/19007/false/BISE/2.0/"
"Población","Grupos de edad","Hombres","Hombres","70 a 74","1002000104","Población de 70 a 74 años. Hombres","Número de personas","19014","Doctor Arroyo","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000104/es/19014/false/BISE/2.0/"
"Población","Grupos de edad","Hombres","Hombres","70 a 74","1002000104","Población de 70 a 74 años. Hombres","Número de personas","19024","General Zaragoza","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000104/es/19024/false/BISE/2.0/"
