"eje","subtema","categoria","sexo","grupo_edad","id","indicador","unidad","cve_area","lugar","url"
"Población","Grupos de edad","Hombres","Hombres","70 a 74","1002000104","Población de 70 a 74 años. Hombres","Número de personas","19036","Mier y Noriega","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000104/es/19036/false/BISE/2.0/"
"Población","Grupos de edad","Mujeres","Mujeres","70 a 74","1002000105","Población de 70 a 74 años. Mujeres","Número de personas","19007","Aramberri","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000105/es/19007/false/BISE/2.0/"
"Población","Grupos de edad","Mujeres","Mujeres","70 a 74","1002000105","Población de 70 a 74 años. Mujeres","Número de personas","19014","Doctor Arroyo","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000105/es/19014/false/BISE/2.0/"
"Población","Grupos de edad","Mujeres","Mujeres","70 a 74","1002000105","Población de 70 a 74 años. Mujeres","Número de personas","19024","General Zaragoza","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000105/es/19024/false/BISE/2.0/"
"Población","Grupos de edad","Mujeres","Mujeres","70 a 74","1002000105","Población de 70 a 74 años. Mujeres","Número de personas","19036","Mier y Noriega","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000105/es/19036/false/BISE/2.0/"
"Población","Grupos de edad","Total","Total","75 a 79","1002000106","Población de 75 a 79 años","Personas","19007","Aramberri","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000106/es/19007/false/BISE/2.0/"
"Población","Grupos de edad","Total","Total","75 a 79","1002000106","Población de 75 a 79 años","Personas","19014","Doctor Arroyo","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000106/es/19014/false/BISE/2.0/"
"Población","Grupos de edad","Total","Total","75 a 79","1002000106","Población de 75 a 79 años","Personas","19024","General Zaragoza","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000106/es/19024/false/BISE/2.0/"
"Población","Grupos de edad","Total","Total","75 a 79","1002000106","Población de 75 a 79 años","Personas","19036","Mier y Noriega","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000106/es/19036/false/BISE/2.0/"
"Población","Grupos de edad","Hombres","Hombres","75 a 79","1002000107","Población de 75 a 79 años. Hombres","Número de personas","19007","Aramberri","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000107/es/19007/false/BISE/2.0/"
"Población","Grupos de edad","Hombres","Hombres","75 a 79","1002000107","Población de 75 a 79 años. Hombres","Número de personas","19014","Doctor Arroyo","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000107/es/19014/false/BISE/2.0/"
"Población","Grupos de edad","Hombres","Hombres","75 a 79","1002000107","Población de 75 a 79 años. Hombres","Número de personas","19024","General Zaragoza","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000107/es/19024/false/BISE/2.0/"
"Población","Grupos de edad","Hombres","Hombres","75 a 79","1002000107","Población de 75 a 79 años. Hombres","Número de personas","19036","Mier y Noriega","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000107/es/19036/false/BISE/2.0/"
"Población","Grupos de edad","Mujeres","Mujeres","75 a 79","1002000108","Población de 75 a 79 años. Mujeres","Número de personas","19007","Aramberri","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000108/es/19007/false/BISE/2.0/"
"Población","Grupos de edad","Mujeres","Mujeres","75 a 79","1002000108","Población de 75 a 79 años. Mujeres","Número de personas","19014","Doctor Arroyo","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000108/es/19014/false/BISE/2.0/"
"Población","Grupos de edad","Mujeres","Mujeres","75 a 79","1002000108","Población de 75 a 79 años. Mujeres","Número de personas","19024","General Zaragoza","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000108/es/19024/false/BISE/2.0/"
"Población","Grupos de edad","Mujeres","Mujeres","75 a 79","1002000108","Población de 75 a 79 años. Mujeres","Número de personas","19036","Mier y Noriega","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000108/es/19036/false/BISE/2.0/"
"Población","Grupos de edad","Total","Total","80 a 84","1002000109","Población de 80 a 84 años","Personas","19007","Aramberri","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000109/es/19007/false/BISE/2.0/"
"Población","Grupos de edad","Total","Total","80 a 84","1002000109","Población de 80 a 84 años","Personas","19014","Doctor Arroyo","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000109/es/19014/false/BISE/2.0/"
"Población","Grupos de edad","Total","Total","80 a 84","1002000109","Población de 80 a 84 años","Personas","19024","General Zaragoza","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000109/es/19024/false/BISE/2.0/"
"Población","Grupos de edad","Total","Total","80 a 84","1002000109","Población de 80 a 84 años","Personas","19036","Mier y Noriega","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000109/es/19036/false/BISE/2.0/"
"Población","Grupos de edad","Hombres","Hombres","80 a 84","1002000110","Población de 80 a 84 años. Hombres","Número de personas","19007","Aramberri","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000110/es/19007/false/BISE/2.0/"
"Población","Grupos de edad","Hombres","Hombres","80 a 84","1002000110","Población de 80 a 84 años. Hombres","Número de personas","19014","Doctor Arroyo","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000110/es/19014/false/BISE/2.0/"
"Población","Grupos de edad","Hombres","Hombres","80 a 84","1002000110","Población de 80 a 84 años. Hombres","Número de personas","19024","General Zaragoza","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000110/es/19024/false/BISE/2.0/"
"Población","Grupos de edad","Hombres","Hombres","80 a 84","1002000110","Población de 80 a 84 años. Hombres","Número de personas","19036","Mier y Noriega","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000110/es/19036/false/BISE/2.0/"
"Población","Grupos de edad","Mujeres","Mujeres","80 a 84","1002000111","Población de 80 a 84 años. Mujeres","Número de personas","19007","Aramberri","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000111/es/19007/false/BISE/2.0/"
"Población","Grupos de edad","Mujeres","Mujeres","80 a 84","1002000111","Población de 80 a 84 años. Mujeres","Número de personas","19014","Doctor Arroyo","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000111/es/19014/false/BISE/2.0/"
"Población","Grupos de edad","Mujeres","Mujeres","80 a 84","1002000111","Población de 80 a 84 años. Mujeres","Número de personas","19024","General Zaragoza","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000111/es/19024/false/BISE/2.0/"
"Población","Grupos de edad","Mujeres","Mujeres","80 a 84","1002000111","Población de 80 a 84 años. Mujeres","Número de personas","19036","Mier y Noriega","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000111/es/19036/false/BISE/2.0/"
"Población","Grupos de edad","Total","Total","85 a 89","1002000112","Población de 85 a 89 años","Personas","19007","Aramberri","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000112/es/19007/false/BISE/2.0/"
"Población","Grupos de edad","Total","Total","85 a 89","1002000112","Población de 85 a 89 años","Personas","19014","Doctor Arroyo","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000112/es/19014/false/BISE/2.0/"
"Población","Grupos de edad","Total","Total","85 a 89","1002000112","Población de 85 a 89 años","Personas","19024","General Zaragoza","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000112/es/19024/false/BISE/2.0/"
"Población","Grupos de edad","Total","Total","85 a 89","1002000112","Población de 85 a 89 años","Personas","19036","Mier y Noriega","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000112/es/19036/false/BISE/2.0/"
"Población","Grupos de edad","Hombres","Hombres","85 a 89","1002000113","Población de 85 a 89 años. Hombres","Número de personas","19007","Aramberri","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000113/es/19007/false/BISE/2.0/"
"Población","Grupos de edad","Hombres","Hombres","85 a 89","1002000113","Población de 85 a 89 años. Hombres","Número de personas","19014","Doctor Arroyo","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000113/es/19014/false/BISE/2.0/"
"Población","Grupos de edad","Hombres","Hombres","85 a 89","1002000113","Población de 85 a 89 años. Hombres","Número de personas","19024","General Zaragoza","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000113/es/19024/false/BISE/2.0/"
"Población","Grupos de edad","Hombres","Hombres","85 a 89","1002000113","Población de 85 a 89 años. Hombres","Número de personas","19036","Mier y Noriega","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000113/es/19036/false/BISE/2.0/"
"Población","Grupos de edad","Mujeres","Mujeres","85 a 89","1002000114","Población de 85 a 89 años. Mujeres","Número de personas","19007","Aramberri","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000114/es/19007/false/BISE/2.0/"
"Población","Grupos de edad","Mujeres","Mujeres","85 a 89","1002000114","Población de 85 a 89 años. Mujeres","Número de personas","19014","Doctor Arroyo","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000114/es/19014/false/BISE/2.0/"
"Población","Grupos de edad","Mujeres","Mujeres","85 a 89","1002000114","Población de 85 a 89 años. Mujeres","Número de personas","19024","General Zaragoza","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000114/es/19024/false/BISE/2.0/"
"Población","Grupos de edad","Mujeres","Mujeres","85 a 89","1002000114","Población de 85 a 89 años. Mujeres","Número de personas","19036","Mier y Noriega","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000114/es/19036/false/BISE/2.0/"
"Población","Grupos de edad","Total","Total","90 a 94","1002000115","Población de 90 a 94 años","Personas","19007","Aramberri","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000115/es/19007/false/BISE/2.0/"
"Población","Grupos de edad","Total","Total","90 a 94","1002000115","Población de 90 a 94 años","Personas","19014","Doctor Arroyo","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000115/es/19014/false/BISE/2.0/"
"Población","Grupos de edad","Total","Total","90 a 94","1002000115","Población de 90 a 94 años","Personas","19024","General Zaragoza","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000115/es/19024/false/BISE/2.0/"
"Población","Grupos de edad","Total","Total","90 a 94","1002000115","Población de 90 a 94 años","Personas","19036","Mier y Noriega","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000115/es/19036/false/BISE/2.0/"
"Población","Grupos de edad","Hombres","Hombres","90 a 94","1002000116","Población de 90 a 94 años. Hombres","Número de personas","19007","Aramberri","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000116/es/19007/false/BISE/2.0/"
"Población","Grupos de edad","Hombres","Hombres","90 a 94","1002000116","Población de 90 a 94 años. Hombres","Número de personas","19014","Doctor Arroyo","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000116/es/19014/false/BISE/2.0/"
"Población","Grupos de edad","Hombres","Hombres","90 a 94","1002000116","Población de 90 a 94 años. Hombres","Número de personas","19024","General Zaragoza","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000116/es/19024/false/BISE/2.0/"
"Población","Grupos de edad","Hombres","Hombres","90 a 94","1002000116","Población de 90 a 94 años. Hombres","Número de personas","19036","Mier y Noriega","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000116/es/19036/false/BISE/2.0/"
"Población","Grupos de edad","Mujeres","Mujeres","90 a 94","1002000117","Población de 90 a 94 años. Mujeres","Número de personas","19007","Aramberri","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000117/es/19007/false/BISE/2.0/"
"Población","Grupos de edad","Mujeres","Mujeres","90 a 94","1002000117","Población de 90 a 94 años. Mujeres","Número de personas","19014","Doctor Arroyo","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000117/es/19014/false/BISE/2.0/"
"Población","Grupos de edad","Mujeres","Mujeres","90 a 94","1002000117","Población de 90 a 94 años. Mujeres","Número de personas","19024","General Zaragoza","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000117/es/19024/false/BISE/2.0/"
"Población","Grupos de edad","Mujeres","Mujeres","90 a 94","1002000117","Población de 90 a 94 años. Mujeres","Número de personas","19036","Mier y Noriega","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000117/es/19036/false/BISE/2.0/"
"Población","Grupos de edad","Total","Total","95 a 99","1002000118","Población de 95 a 99 años","Personas","19007","Aramberri","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000118/es/19007/false/BISE/2.0/"
"Población","Grupos de edad","Total","Total","95 a 99","1002000118","Población de 95 a 99 años","Personas","19014","Doctor Arroyo","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000118/es/19014/false/BISE/2.0/"
"Población","Grupos de edad","Total","Total","95 a 99","1002000118","Población de 95 a 99 años","Personas","19024","General Zaragoza","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000118/es/19024/false/BISE/2.0/"
"Población","Grupos de edad","Total","Total","95 a 99","1002000118","Población de 95 a 99 años","Personas","19036","Mier y Noriega","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000118/es/19036/false/BISE/2.0/"
"Población","Grupos de edad","Hombres","Hombres","95 a 99","1002000119","Población de 95 a 99 años. Hombres","Número de personas","19007","Aramberri","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000119/es/19007/false/BISE/2.0/"
"Población","Grupos de edad","Hombres","Hombres","95 a 99","1002000119","Población de 95 a 99 años. Hombres","Número de personas","19014","Doctor Arroyo","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000119/es/19014/false/BISE/2.0/"
"Población","Grupos de edad","Hombres","Hombres","95 a 99","1002000119","Población de 95 a 99 años. Hombres","Número de personas","19024","General Zaragoza","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000119/es/19024/false/BISE/2.0/"
"Población","Grupos de edad","Hombres","Hombres","95 a 99","1002000119","Población de 95 a 99 años. Hombres","Número de personas","19036","Mier y Noriega","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000119/es/19036/false/BISE/2.0/"
"Población","Grupos de edad","Mujeres","Mujeres","95 a 99","1002000120","Población de 95 a 99 años. Mujeres","Número de personas","19007","Aramberri","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000120/es/19007/false/BISE/2.0/"
"Población","Grupos de edad","Mujeres","Mujeres","95 a 99","1002000120","Población de 95 a 99 años. Mujeres","Número de personas","19014","Doctor Arroyo","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000120/es/19014/false/BISE/2.0/"
"Población","Grupos de edad","Mujeres","Mujeres","95 a 99","1002000120","Población de 95 a 99 años. Mujeres","Número de personas","19024","General Zaragoza","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000120/es/19024/false/BISE/2.0/"
"Población","Grupos de edad","Mujeres","Mujeres","95 a 99","1002000120","Población de 95 a 99 años. Mujeres","Número de personas","19036","Mier y Noriega","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000120/es/19036/false/BISE/2.0/"
"Población","Grupos de edad","Total","Total","100 y más","1002000064","Población de 100 años y más","Personas","19007","Aramberri","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000064/es/19007/false/BISE/2.0/"
"Población","Grupos de edad","Total","Total","100 y más","1002000064","Población de 100 años y más","Personas","19014","Doctor Arroyo","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000064/es/19014/false/BISE/2.0/"
"Población","Grupos de edad","Total","Total","100 y más","1002000064","Población de 100 años y más","Personas","19024","General Zaragoza","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000064/es/19024/false/BISE/2.0/"
"Población","Grupos de edad","Total","Total","100 y más","1002000064","Población de 100 años y más","Personas","19036","Mier y Noriega","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000064/es/19036/false/BISE/2.0/"
"Población","Grupos de edad","Hombres","Hombres","100 y más","1002000065","Población de 100 años y más. Hombres","Personas","19007","Aramberri","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000065/es/19007/false/BISE/2.0/"
"Población","Grupos de edad","Hombres","Hombres","100 y más","1002000065","Población de 100 años y más. Hombres","Personas","19014","Doctor Arroyo","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000065/es/19014/false/BISE/2.0/"
"Población","Grupos de edad","Hombres","Hombres","100 y más","1002000065","Población de 100 años y más. Hombres","Personas","19024","General Zaragoza","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000065/es/19024/false/BISE/2.0/"
"Población","Grupos de edad","Hombres","Hombres","100 y más","1002000065","Población de 100 años y más. Hombres","Personas","19036","Mier y Noriega","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000065/es/19036/false/BISE/2.0/"
"Población","Grupos de edad","Mujeres","Mujeres","100 y más","1002000066","Población de 100 años y más. Mujeres","Personas","19007","Aramberri","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000066/es/19007/false/BISE/2.0/"
"Población","Grupos de edad","Mujeres","Mujeres","100 y más","1002000066","Población de 100 años y más. Mujeres","Personas","19014","Doctor Arroyo","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000066/es/19014/false/BISE/2.0/"
"Población","Grupos de edad","Mujeres","Mujeres","100 y más","1002000066","Población de 100 años y más. Mujeres","Personas","19024","General Zaragoza","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000066/es/19024/false/BISE/2.0/"
"Población","Grupos de edad","Mujeres","Mujeres","100 y más","1002000066","Población de 100 años y más. Mujeres","Personas","19036","Mier y Noriega","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000066/es/19036/false/BISE/2.0/"
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19007","Aramberri","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000026/es/19007/false/BISE/2.0/"
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19014","Doctor Arroyo","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000026/es/19014/false/BISE/2.0/"
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19024","General Zaragoza","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000026/es/19024/false/BISE/2.0/"
"Natalidad y mortalidad","Nacimientos registrados","Nacimientos registrados",NA,NA,"1002000026","Nacimientos registrados","Nacimientos registrados","19036","Mier y Noriega","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000026/es/19036/false/BISE/2.0/"
"Natalidad y mortalidad","Promedio de hijos nacidos vivos","Promedio de hijos nacidos vivos",NA,NA,"1002000013","Promedio de hijos nacidos vivos de las mujeres de 12 años y más","Promedio","19007","Aramberri","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000013/es/19007/false/BISE/2.0/"
"Natalidad y mortalidad","Promedio de hijos nacidos vivos","Promedio de hijos nacidos vivos",NA,NA,"1002000013","Promedio de hijos nacidos vivos de las mujeres de 12 años y más","Promedio","19014","Doctor Arroyo","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000013/es/19014/false/BISE/2.0/"
"Natalidad y mortalidad","Promedio de hijos nacidos vivos","Promedio de hijos nacidos vivos",NA,NA,"1002000013","Promedio de hijos nacidos vivos de las mujeres de 12 años y más","Promedio","19024","General Zaragoza","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000013/es/19024/false/BISE/2.0/"
"Natalidad y mortalidad","Promedio de hijos nacidos vivos","Promedio de hijos nacidos vivos",NA,NA,"1002000013","Promedio de hijos nacidos vivos de las mujeres de 12 años y más","Promedio","19036","Mier y Noriega","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000013/es/19036/false/BISE/2.0/"
"Natalidad y mortalidad","Hijos por grupo de edad de la madre","15-19",NA,"15-19","6207129648","Promedio de hijos nacidos vivos por grupo de edad: 15-19","Promedio","19007","Aramberri","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6207129648/es/19007/false/BISE/2.0/"
"Natalidad y mortalidad","Hijos por grupo de edad de la madre","15-19",NA,"15-19","6207129648","Promedio de hijos nacidos vivos por grupo de edad: 15-19","Promedio","19014","Doctor Arroyo","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6207129648/es/19014/false/BISE/2.0/"
"Natalidad y mortalidad","Hijos por grupo de edad de la madre","15-19",NA,"15-19","6207129648","Promedio de hijos nacidos vivos por grupo de edad: 15-19","Promedio","19024","General Zaragoza","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6207129648/es/19024/false/BISE/2.0/"
"Natalidad y mortalidad","Hijos por grupo de edad de la madre","15-19",NA,"15-19","6207129648","Promedio de hijos nacidos vivos por grupo de edad: 15-19","Promedio","19036","Mier y Noriega","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6207129648/es/19036/false/BISE/2.0/"
"Natalidad y mortalidad","Hijos por grupo de edad de la madre","20-24",NA,"20-24","6207129649","Promedio de hijos nacidos vivos por grupo de edad: 20-24","Promedio","19007","Aramberri","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6207129649/es/19007/false/BISE/2.0/"
"Natalidad y mortalidad","Hijos por grupo de edad de la madre","20-24",NA,"20-24","6207129649","Promedio de hijos nacidos vivos por grupo de edad: 20-24","Promedio","19014","Doctor Arroyo","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6207129649/es/19014/false/BISE/2.0/"
"Natalidad y mortalidad","Hijos por grupo de edad de la madre","20-24",NA,"20-24","6207129649","Promedio de hijos nacidos vivos por grupo de edad: 20-24","Promedio","19024","General Zaragoza","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6207129649/es/19024/false/BISE/2.0/"
"Natalidad y mortalidad","Hijos por grupo de edad de la madre","20-24",NA,"20-24","6207129649","Promedio de hijos nacidos vivos por grupo de edad: 20-24","Promedio","19036","Mier y Noriega","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6207129649/es/19036/false/BISE/2.0/"
"Natalidad y mortalidad","Hijos por grupo de edad de la madre","25-29",NA,"25-29","6207129650","Promedio de hijos nacidos vivos por grupo de edad: 25-29","Promedio","19007","Aramberri","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6207129650/es/19007/false/BISE/2.0/"
"Natalidad y mortalidad","Hijos por grupo de edad de la madre","25-29",NA,"25-29","6207129650","Promedio de hijos nacidos vivos por grupo de edad: 25-29","Promedio","19014","Doctor Arroyo","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6207129650/es/19014/false/BISE/2.0/"
"Natalidad y mortalidad","Hijos por grupo de edad de la madre","25-29",NA,"25-29","6207129650","Promedio de hijos nacidos vivos por grupo de edad: 25-29","Promedio","19024","General Zaragoza","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6207129650/es/19024/false/BISE/2.0/"
"Natalidad y mortalidad","Hijos por grupo de edad de la madre","25-29",NA,"25-29","6207129650","Promedio de hijos nacidos vivos por grupo de edad: 25-29","Promedio","19036","Mier y Noriega","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6207129650/es/19036/false/BISE/2.0/"
"Natalidad y mortalidad","Hijos por grupo de edad de la madre","30-34",NA,"30-34","6207129651","Promedio de hijos nacidos vivos por grupo de edad: 30-34","Promedio","19007","Aramberri","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6207129651/es/19007/false/BISE/2.0/"
"Natalidad y mortalidad","Hijos por grupo de edad de la madre","30-34",NA,"30-34","6207129651","Promedio de hijos nacidos vivos por grupo de edad: 30-34","Promedio","19014","Doctor Arroyo","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6207129651/es/19014/false/BISE/2.0/"
"Natalidad y mortalidad","Hijos por grupo de edad de la madre","30-34",NA,"30-34","6207129651","Promedio de hijos nacidos vivos por grupo de edad: 30-34","Promedio","19024","General Zaragoza","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6207129651/es/19024/false/BISE/2.0/"
"Natalidad y mortalidad","Hijos por grupo de edad de la madre","30-34",NA,"30-34","6207129651","Promedio de hijos nacidos vivos por grupo de edad: 30-34","Promedio","19036","Mier y Noriega","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6207129651/es/19036/false/BISE/2.0/"
"Natalidad y mortalidad","Hijos por grupo de edad de la madre","35-39",NA,"35-39","6207129652","Promedio de hijos nacidos vivos por grupo de edad: 35-39","Promedio","19007","Aramberri","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6207129652/es/19007/false/BISE/2.0/"
"Natalidad y mortalidad","Hijos por grupo de edad de la madre","35-39",NA,"35-39","6207129652","Promedio de hijos nacidos vivos por grupo de edad: 35-39","Promedio","19014","Doctor Arroyo","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6207129652/es/19014/false/BISE/2.0/"
